"TripSetNo","TripSetPredNo","Date","Quarter","Year","Lat","Lon","SST","PredSpp","Length","Fullness","Family","PropW"
3365,3365564,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",536,20,"Phosichthyidae",0.242424242
3365,3365565,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",494,10,"Ommastrephidae",1
3365,3365566,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",611,20,"Ommastrephidae",0.825
3365,3365566,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",611,20,"Phosichthyidae",0.175
3365,3365567,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",531,30,"Ommastrephidae",0.553191489
3365,3365567,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",531,30,"Phosichthyidae",0.446808511
3365,3365568,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",564,10,"Phosichthyidae",1
3365,3365569,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",515,10,"Ommastrephidae",0.434782609
3365,3365569,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",515,10,"Phosichthyidae",0.565217391
3365,3365570,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",603,5,"Phosichthyidae",1
3365,3365571,"11/16/2005",4,2005,22.12,-106.82,26.72222,"Thunnus albacares",586,5,"Phosichthyidae",1
